total_evidence_count,official_evidence_count,corroborated_evidence_count,self_declared_count,accepted_official_count,accepted_corroborated_count,disputed_count,rejected_count,biometric_match_present,government_record_present,verified_ngo_record_present,family_confirmation_present,verified_family_links_count,documents_verified_count,documents_rejected_count,external_confirmed_matches,weighted_evidence_sum,days_in_system,identity_score
2,1,0,1,0,0,2,0,0,0,1,0,0,1,0,0,0.2999999999999998,203,0.0
5,2,0,3,1,0,1,0,0,1,1,0,1,0,1,0,2.2,47,32.4
3,2,0,1,2,0,0,0,1,1,0,0,3,1,0,0,3.6000000000000005,76,74.3
3,2,1,0,2,1,0,0,1,0,1,1,1,1,0,1,3.7,144,78.0
5,1,0,4,1,0,0,0,1,0,0,0,1,1,0,2,3.4000000000000004,108,64.4
5,0,1,4,0,1,0,1,0,0,0,0,0,0,0,2,1.35,130,27.5
5,1,2,2,1,2,0,0,1,0,0,1,0,2,0,0,2.7499999999999996,71,67.1
2,1,1,0,1,1,0,0,1,0,0,1,0,2,0,1,2.8,17,61.5
4,1,3,0,1,3,0,0,1,0,0,1,0,0,0,1,2.1,257,64.5
4,1,1,2,1,1,0,0,0,0,1,1,2,1,0,0,3.0999999999999996,140,49.8
2,1,0,1,1,0,0,1,1,0,0,0,1,1,0,0,1.5500000000000003,343,25.1
3,0,2,1,0,2,0,0,0,0,0,1,0,1,0,0,1.2499999999999998,70,19.1
3,1,0,2,1,0,0,0,0,1,0,0,1,1,0,0,2.05,232,39.3
5,1,0,4,0,0,1,0,0,1,0,0,0,1,0,0,1.4999999999999998,343,29.7
2,0,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0.34999999999999987,182,0.0
6,0,2,4,0,2,0,1,0,0,0,0,3,0,0,0,1.65,204,30.8
6,2,2,2,2,2,0,0,0,1,1,0,0,0,1,1,2.6,341,71.7
7,2,1,4,0,1,2,1,1,1,0,0,0,2,0,2,2.8,159,54.1
4,1,2,1,1,1,0,1,0,0,1,0,2,0,1,1,1.9500000000000002,75,40.6
4,2,0,2,2,0,0,2,0,1,1,0,2,1,0,0,2.5999999999999996,351,39.2
3,1,2,0,1,2,0,0,0,1,0,1,0,0,0,0,1.6,28,42.7
0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0.0,132,0.0
2,0,2,0,0,2,0,1,0,0,0,1,0,1,1,1,1.15,195,21.0
5,0,2,3,0,2,0,0,0,0,0,0,2,0,0,0,1.4000000000000001,145,33.7
2,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1.1,231,24.6
7,1,2,4,1,2,0,0,1,0,0,1,0,0,0,0,2.45,308,55.2
6,1,2,3,1,2,0,0,0,0,1,1,0,1,1,2,3.4,156,66.2
8,3,1,4,3,1,0,0,1,1,1,1,2,0,0,1,5.45,172,100.0
5,2,2,1,2,2,0,0,0,1,1,0,0,2,0,0,2.6500000000000004,17,66.3
6,1,2,3,1,2,0,0,0,1,0,0,0,0,0,0,1.5,146,48.5
4,1,2,1,0,1,1,0,0,1,0,1,0,0,0,0,1.25,220,19.8
5,2,1,2,1,1,1,0,1,0,1,0,0,1,0,1,2.45,220,55.8
3,0,0,3,0,0,1,0,0,0,0,0,0,2,0,1,1.2,298,11.9
2,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1.8,314,33.3
3,2,0,1,2,0,0,0,0,1,1,0,0,1,0,0,2.3000000000000003,17,50.5
4,0,2,2,0,2,0,0,0,0,0,1,2,0,0,0,1.9,296,33.8
6,2,1,3,2,0,0,0,1,1,0,0,2,1,0,1,4.050000000000001,84,91.2
1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0.20000000000000007,184,0.0
6,1,1,4,0,1,1,0,0,1,0,1,0,1,0,0,2.2,91,32.1
4,0,3,1,0,3,0,0,0,0,0,1,2,0,0,0,1.7,243,41.8
6,0,2,4,0,2,0,0,0,0,0,1,1,1,0,0,2.25,189,37.1
2,0,0,2,0,0,0,0,0,0,0,0,3,1,0,1,2.4000000000000004,125,42.2
3,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0.55,291,16.4
6,0,3,3,0,3,0,2,0,0,0,1,1,1,0,0,1.3500000000000003,114,21.5
6,2,0,4,2,0,0,0,0,1,1,0,0,0,0,0,2.55,13,42.2
5,1,0,4,1,0,0,0,0,1,0,0,2,2,0,0,3.2,341,57.6
2,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0.9999999999999998,166,10.5
4,2,1,1,2,1,0,0,0,1,1,0,0,2,0,1,3.1000000000000005,283,73.2
2,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1.6999999999999997,103,31.4
5,1,0,4,0,0,1,0,0,0,1,0,2,1,0,0,2.25,35,26.9
4,1,1,2,1,1,0,0,1,0,0,1,1,2,1,0,3.15,178,60.2
7,1,3,3,1,3,0,0,0,1,0,1,2,0,1,0,3.0000000000000004,188,68.4
3,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1.5,66,30.9
5,0,2,3,0,1,0,0,0,0,0,1,1,2,1,0,2.4000000000000004,353,48.3
4,2,1,1,2,0,0,2,1,1,0,1,0,1,0,1,2.8500000000000005,69,53.8
6,1,1,4,1,0,0,0,0,0,1,1,1,0,0,0,2.75,172,45.2
5,1,0,4,1,0,0,2,0,1,0,0,1,0,0,1,1.8499999999999999,137,25.4
4,1,1,2,1,1,0,2,0,1,0,0,0,0,0,0,0.6000000000000001,311,13.3
4,1,2,1,1,2,0,0,1,0,0,1,0,1,1,0,2.2,55,52.3
4,1,2,1,1,2,0,0,1,0,0,1,2,1,0,1,3.4500000000000006,46,69.2
4,2,0,2,2,0,0,0,0,1,1,0,1,1,0,0,2.9,26,55.1
7,2,1,4,2,1,0,0,1,1,0,1,0,2,0,0,4.05,177,86.2
1,1,0,0,0,0,1,1,0,0,1,0,3,1,0,0,1.5000000000000004,106,12.5
4,0,2,2,0,2,0,0,0,0,0,1,0,2,0,0,1.7999999999999998,89,34.8
2,2,0,0,2,0,0,0,0,1,1,0,1,0,1,1,2.6,329,55.1
5,2,1,2,2,1,0,2,0,1,1,1,2,0,0,0,2.95,314,39.5
3,2,0,1,0,0,2,0,0,1,1,0,0,0,0,1,1.3000000000000003,256,8.2
6,1,2,3,1,2,0,0,0,0,1,1,0,2,0,1,3.3000000000000003,168,60.0
7,2,1,4,0,1,2,0,1,0,1,0,1,0,1,0,1.9,11,30.9
5,3,1,1,3,1,0,1,1,1,1,0,1,1,0,0,3.3000000000000003,26,75.0
6,1,3,2,1,3,0,1,0,0,1,1,0,1,0,1,2.4,69,50.9
3,0,0,3,0,0,0,0,0,0,0,0,2,2,0,0,2.1,178,31.1
4,2,1,1,2,1,0,0,0,1,1,0,2,1,0,0,3.1,270,70.2
1,0,1,0,0,1,1,0,0,0,0,1,1,1,0,1,1.35,189,13.6
5,2,1,2,2,1,0,0,0,1,1,0,2,0,0,0,2.9499999999999997,12,66.7
3,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,1.0,257,11.6
5,1,1,3,1,1,0,0,0,0,1,0,0,0,0,0,1.4500000000000002,109,38.3
6,1,1,4,1,0,0,0,0,0,1,1,1,0,0,0,2.75,267,36.4
3,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,1.4,331,16.3
4,1,1,2,1,1,0,0,0,1,0,0,0,2,0,1,2.45,75,57.5
5,0,1,4,0,1,0,0,0,0,0,0,0,1,0,2,2.05,243,41.7
6,2,1,3,2,1,0,0,1,0,1,1,0,1,0,0,3.45,326,67.7
7,3,1,3,3,1,0,1,1,1,1,0,0,2,0,0,3.65,234,83.4
1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1.15,63,19.9
4,1,0,3,1,0,0,0,0,0,1,0,3,1,0,0,3.0000000000000004,250,50.7
8,3,1,4,3,1,0,0,1,1,1,0,1,1,0,0,4.25,108,96.6
6,1,1,4,0,1,2,1,0,0,1,1,3,2,0,0,2.8,258,16.8
7,3,1,3,3,0,0,1,1,1,1,1,1,2,1,1,5.200000000000001,127,100.0
6,1,1,4,0,1,2,0,0,1,0,1,1,0,0,2,2.6,323,31.2
4,1,2,1,1,1,0,1,0,1,0,1,2,0,0,0,2.2500000000000004,273,41.7
1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0.95,12,18.7
5,0,2,3,0,1,0,0,0,0,0,0,0,0,0,1,1.05,358,30.7
4,1,3,0,1,2,0,2,0,1,0,1,0,1,1,2,2.1500000000000004,292,48.0
5,1,2,2,1,1,0,0,0,0,1,1,1,0,1,0,2.3499999999999996,109,45.6
2,0,2,0,0,1,0,0,0,0,0,1,1,1,0,0,1.4500000000000002,337,33.7
5,1,2,2,1,2,0,0,0,0,1,1,2,0,0,0,2.7499999999999996,38,50.5
4,0,2,2,0,2,0,0,0,0,0,0,2,1,0,2,2.4499999999999997,182,55.2
5,1,1,3,1,0,0,0,1,0,0,1,0,1,0,0,2.6,187,50.2
4,1,2,1,1,2,0,0,0,0,1,1,0,0,0,0,1.7499999999999998,46,37.6
8,2,2,4,2,1,0,0,0,1,1,1,2,2,0,1,5.2,315,100.0
8,2,2,4,2,2,0,0,0,1,1,1,1,1,0,0,4.0,262,74.6
5,1,1,3,1,1,0,0,1,0,0,0,1,0,0,0,1.9500000000000002,127,51.5
3,1,2,0,0,1,1,1,0,1,0,1,0,0,1,0,0.7000000000000001,159,12.1
7,1,2,4,1,2,0,1,0,0,1,1,1,2,0,1,3.5499999999999994,102,59.2
3,2,1,0,0,1,2,0,0,1,1,1,0,1,0,2,2.6,153,35.1
3,2,1,0,2,1,0,0,1,1,0,1,0,0,0,0,2.55,309,67.0
2,2,0,0,2,0,0,0,1,0,1,0,1,1,0,0,2.55,272,53.3
9,2,3,4,2,3,0,1,0,1,1,1,1,1,0,1,4.1000000000000005,334,84.8
2,1,1,0,1,0,0,0,0,0,1,1,1,1,0,1,2.75,356,47.9
5,1,2,2,1,1,0,0,1,0,0,0,1,0,0,0,1.75,246,54.9
7,1,2,4,1,2,0,0,0,1,0,1,3,0,0,0,3.6000000000000005,230,68.7
3,0,2,1,0,2,0,0,0,0,0,1,0,2,0,0,1.5999999999999999,360,35.8
2,2,0,0,2,0,0,1,1,0,1,0,0,2,0,1,2.6,203,58.0
8,1,3,4,1,3,0,0,0,0,1,1,1,0,0,0,2.75,42,59.2
6,2,1,3,2,0,0,0,0,1,1,0,2,0,0,1,3.6,110,72.6
4,1,1,2,1,0,0,0,0,1,0,0,1,2,0,0,2.4,272,55.3
5,0,2,3,0,2,0,0,0,0,0,1,2,1,0,2,3.35,253,65.5
2,1,1,0,1,1,0,0,0,0,1,1,3,1,0,2,4.0,320,66.8
5,0,2,3,0,2,0,0,0,0,0,0,0,1,1,2,1.85,36,51.2
6,0,2,4,0,2,0,0,0,0,0,1,1,2,0,0,2.6,317,43.1
2,1,0,1,1,0,0,0,0,0,1,0,0,2,0,0,1.7499999999999998,298,35.8
5,3,2,0,3,1,0,0,1,1,1,1,0,0,0,1,3.8500000000000005,356,92.5
5,2,2,1,2,1,0,0,1,1,0,1,0,0,0,0,2.75,8,77.9
4,1,1,2,0,1,1,0,0,1,0,1,1,1,0,0,2.2,326,36.7
7,2,1,4,2,0,0,0,1,1,0,1,3,0,0,0,4.55,73,85.6
1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.85,132,12.1
4,2,1,1,2,0,0,0,0,1,1,0,1,2,0,0,3.05,19,68.4
6,1,2,3,1,1,0,0,1,0,0,1,0,2,0,0,2.9499999999999997,203,65.2
5,2,2,1,2,2,0,0,1,0,1,1,1,1,0,0,3.45,314,77.2
2,1,1,0,1,1,0,0,0,1,0,0,2,2,0,0,2.4000000000000004,141,56.0
4,1,3,0,0,3,2,1,0,0,1,1,0,0,0,0,0.09999999999999976,338,0.0
4,1,1,2,1,0,0,0,0,1,0,0,1,0,0,0,1.7000000000000002,52,42.6
4,2,2,0,2,1,0,0,1,1,0,0,1,0,0,2,3.15,270,85.9
5,1,2,2,0,2,1,0,0,1,0,1,0,0,0,0,1.45,158,26.6
3,1,0,2,1,0,0,0,0,1,0,0,0,1,0,1,2.1,109,47.1
5,1,1,3,1,0,0,1,0,0,1,0,1,1,0,1,2.3000000000000003,25,36.3
3,1,2,0,1,2,0,0,0,1,0,0,1,2,0,2,2.9,289,77.2
1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0.95,328,15.6
6,2,1,3,2,1,0,0,0,1,1,1,0,1,0,0,3.4000000000000004,11,60.5
2,2,0,0,0,0,2,0,0,1,1,0,0,1,0,0,1.0,330,16.3
3,2,1,0,2,0,0,0,1,1,0,0,1,0,0,0,2.25,279,65.5
3,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1.15,288,41.5
5,0,2,3,0,1,0,0,0,0,0,1,1,2,0,0,2.4000000000000004,118,48.0
5,1,2,2,1,2,0,0,0,1,0,1,0,2,0,0,2.6999999999999997,78,63.5
5,1,1,3,1,1,0,0,1,0,0,1,2,0,0,0,3.0500000000000003,196,58.6
6,1,2,3,1,2,0,1,0,0,1,1,1,1,0,1,3.0,8,52.9
5,1,0,4,1,0,0,0,1,0,0,0,2,1,1,1,3.3500000000000005,356,64.4
2,1,0,1,1,0,0,2,0,0,1,0,1,2,0,1,1.9000000000000001,274,18.7
6,1,2,3,1,2,0,0,0,0,1,0,2,2,0,0,2.9499999999999997,222,68.5
4,3,0,1,3,0,0,0,1,1,1,0,2,0,0,0,3.7,139,76.7
2,0,1,1,0,0,0,1,0,0,0,0,2,0,0,0,0.65,60,8.3
3,1,2,0,1,2,0,2,0,0,1,1,2,2,1,2,3.25,89,53.7
5,2,2,1,1,2,1,0,0,1,1,1,0,0,0,0,2.1000000000000005,178,42.0
6,1,2,3,1,2,0,0,0,0,1,1,1,0,0,1,3.0,61,57.9
4,1,0,3,1,0,0,0,0,0,1,0,0,0,1,1,1.9000000000000001,159,34.2
1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0.75,228,24.0
3,1,0,2,1,0,0,0,0,1,0,0,1,0,0,0,1.7000000000000002,126,37.4
2,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1.05,80,16.1
2,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1.5499999999999998,254,25.6
4,2,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1.4499999999999997,113,37.6
2,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0.75,59,9.9
3,0,1,2,0,0,1,1,0,0,0,1,0,0,0,0,0.20000000000000007,277,0.0
2,0,2,0,0,2,1,0,0,0,0,1,3,0,1,1,1.8,144,28.9
6,2,1,3,2,1,0,0,1,1,0,0,0,0,0,1,2.9000000000000004,77,74.5
7,1,2,4,1,2,0,0,0,1,0,1,1,1,0,0,3.1500000000000004,96,60.0
7,1,3,3,1,2,0,1,0,1,0,1,0,0,0,2,2.75,161,63.3
6,1,1,4,1,1,0,0,0,0,1,0,0,1,0,1,2.45,141,44.4
2,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,2.1,238,45.9
2,1,1,0,1,1,0,0,1,0,0,1,1,2,0,0,2.75,342,59.7
1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,1.3499999999999999,270,20.1
8,2,2,4,2,2,0,0,0,1,1,0,1,1,0,0,3.3,123,76.4
7,2,3,2,2,2,0,0,0,1,1,1,2,0,0,1,4.1000000000000005,33,92.0
7,1,3,3,1,3,0,2,1,0,0,1,2,1,0,0,2.7,345,58.7
6,2,0,4,2,0,0,0,1,0,1,0,0,0,0,0,2.5999999999999996,67,55.0
6,1,2,3,1,1,0,0,1,0,0,0,2,1,0,0,2.7,245,67.5
7,1,2,4,1,2,0,0,1,0,0,1,0,2,0,1,3.5999999999999996,89,78.0
3,1,2,0,1,2,0,1,0,0,1,1,1,2,0,0,2.2999999999999994,228,44.5
5,2,0,3,2,0,0,0,1,1,0,0,2,0,1,0,3.2500000000000004,235,68.2
4,2,2,0,2,2,0,0,1,1,0,0,0,1,0,0,2.2,316,72.3
6,1,1,4,0,1,1,0,0,1,0,1,0,0,0,0,1.8500000000000003,183,32.7
5,1,1,3,1,0,0,0,0,1,0,1,2,0,0,0,3.0000000000000004,120,60.8
2,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1.4,18,21.9
6,2,0,4,1,0,1,0,0,1,1,0,0,0,0,0,1.9999999999999998,5,29.7
5,2,1,2,1,1,1,0,1,1,0,1,0,2,0,2,4.000000000000001,21,78.0
3,2,1,0,2,1,0,0,1,0,1,0,0,0,0,0,1.7999999999999998,325,46.7
5,0,2,3,0,2,0,0,0,0,0,0,0,1,0,0,0.9500000000000001,235,26.1
6,2,1,3,2,1,0,0,0,1,1,0,1,0,0,0,2.75,175,55.5
5,2,1,2,1,1,1,0,0,1,1,0,0,1,0,0,1.95,301,43.6
4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0.8,220,10.8
2,1,0,1,1,0,0,0,0,0,1,0,3,2,0,0,2.95,244,49.8
5,1,2,2,1,1,0,0,0,1,0,1,1,1,0,0,2.75,284,58.2
1,0,1,0,0,1,0,0,0,0,0,1,2,1,0,0,1.85,235,34.5
5,1,2,2,1,2,0,0,1,0,0,1,0,1,1,0,2.4,155,55.1
3,2,0,1,2,0,0,0,1,0,1,0,0,0,0,2,2.9,236,63.9
4,1,1,2,1,1,0,1,0,0,1,1,2,2,0,2,3.9999999999999996,221,64.3
6,1,3,2,0,2,1,0,0,0,1,1,3,0,0,0,2.5999999999999996,49,49.3
5,1,0,4,1,0,0,0,0,1,0,0,2,1,0,1,3.3000000000000007,149,63.3
2,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1.2499999999999998,304,17.9
3,1,1,1,1,1,0,1,1,0,0,0,0,1,0,1,1.5999999999999996,148,41.9
3,1,2,0,1,2,0,0,0,0,1,1,0,1,0,1,2.35,82,46.0
4,2,2,0,2,2,0,0,1,1,0,1,2,0,0,1,3.8,319,90.1
5,0,1,4,0,1,0,0,0,0,0,1,1,0,1,0,1.9000000000000001,263,20.6
5,3,0,2,3,0,0,0,1,1,1,0,1,1,0,0,3.85,292,90.6
6,1,1,4,0,1,1,0,0,1,0,0,0,0,0,0,1.1500000000000001,188,22.8
2,0,2,0,0,2,0,0,0,0,0,1,2,1,0,2,2.75,66,52.6
2,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0.8999999999999999,354,5.4
3,1,2,0,1,2,0,0,0,0,1,1,0,0,0,0,1.5499999999999998,187,33.9
6,2,2,2,0,2,2,0,1,0,1,1,0,1,0,0,2.15,95,37.5
5,1,2,2,1,2,0,0,0,1,0,0,1,2,1,0,2.4,183,64.3
2,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1.1,241,31.9
2,1,1,0,1,0,0,0,0,0,1,0,0,1,0,2,2.1,212,48.3
5,1,3,1,1,3,0,1,1,0,0,1,3,1,1,1,3.5000000000000004,227,76.7
1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.2,184,6.9
5,1,1,3,1,1,0,2,0,0,1,1,2,2,1,0,2.95,304,39.7
5,1,1,3,1,1,0,0,0,1,0,1,0,1,0,0,2.5500000000000003,29,50.0
2,0,1,1,0,1,0,0,0,0,0,0,0,2,0,0,0.8999999999999999,61,25.6
4,1,2,1,1,2,0,0,0,0,1,1,1,1,0,1,2.95,47,56.6
8,3,2,3,3,1,0,1,1,1,1,1,3,1,0,2,6.100000000000001,58,100.0
5,1,0,4,1,0,0,0,0,0,1,0,2,2,0,1,3.5999999999999996,178,55.9
4,1,0,3,0,0,1,0,0,0,1,0,0,0,0,1,1.35,309,11.6
4,0,0,4,0,0,0,1,0,0,0,0,0,1,0,0,0.7999999999999999,166,9.9
4,1,1,2,1,1,0,0,0,0,1,1,1,1,0,0,2.6999999999999997,77,42.0
3,2,1,0,2,1,0,0,1,0,1,0,1,0,1,1,2.65,168,67.0
8,2,3,3,2,2,0,0,0,1,1,1,1,0,0,0,3.45,243,78.3
4,1,1,2,0,1,2,0,1,0,0,1,2,0,0,0,1.75,257,21.6
2,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0.75,281,9.0
8,3,1,4,1,0,2,1,1,1,1,1,2,1,0,1,4.35,182,65.6
2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.4,353,3.6
4,0,0,4,0,0,0,0,0,0,0,0,2,0,1,0,1.6,155,13.9
6,1,1,4,1,0,0,0,0,0,1,1,1,2,0,1,3.8999999999999995,125,67.9
4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,1.25,8,18.7
6,1,2,3,0,2,1,0,0,1,0,1,2,1,0,0,2.8000000000000007,353,52.7
5,1,0,4,1,0,0,2,0,1,0,0,0,2,0,0,1.7000000000000004,15,26.4
6,1,1,4,1,1,0,0,0,0,1,1,2,0,0,0,3.1499999999999995,336,43.8
3,1,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0.85,290,28.4
3,1,2,0,1,1,0,0,1,0,0,1,1,1,0,0,2.4,282,52.3
6,2,1,3,2,1,0,0,0,1,1,0,2,2,0,0,3.85,174,78.5
3,1,1,1,1,0,0,0,0,1,0,1,0,2,0,1,2.95,128,60.7
2,1,1,0,1,1,0,0,1,0,0,0,1,1,0,0,1.7000000000000002,44,49.2
3,0,1,2,0,1,1,1,0,0,0,0,0,2,0,0,0.20000000000000007,10,0.0
2,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0.75,333,12.9
2,1,0,1,1,0,0,0,0,0,1,0,1,1,0,1,2.2500000000000004,90,46.2
7,1,2,4,1,1,0,0,1,0,0,0,1,1,0,0,2.5,250,65.0
5,0,2,3,0,2,1,0,0,0,0,1,2,1,0,1,2.3500000000000005,244,31.5
5,1,2,2,1,2,0,0,0,1,0,1,0,0,0,0,2.0,130,45.3
5,2,2,1,2,2,0,0,1,0,1,1,1,0,0,1,3.5500000000000003,191,80.3
5,2,0,3,2,0,0,0,1,1,0,0,0,0,0,0,2.45,144,58.9
4,1,1,2,1,0,0,0,0,0,1,0,1,1,0,0,2.0,186,41.4
1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0.95,20,13.6
4,0,1,3,0,0,0,0,0,0,0,1,0,1,0,0,1.65,24,26.4
4,0,0,4,0,0,0,1,0,0,0,0,1,1,1,0,1.2000000000000002,305,6.2
1,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,1.1,265,25.4
8,2,2,4,2,2,0,1,0,1,1,1,1,2,0,0,3.9999999999999996,333,74.1
4,1,3,0,1,3,0,1,0,0,1,1,0,1,1,2,2.4499999999999997,230,48.3
5,1,1,3,1,1,0,1,0,1,0,1,1,0,1,0,2.25,251,33.9
3,2,1,0,2,1,0,1,1,1,0,0,0,0,0,1,1.9500000000000002,241,56.4
4,1,2,1,1,2,0,0,0,1,0,1,2,0,0,0,2.6000000000000005,306,56.5
6,0,2,4,0,2,1,0,0,0,0,0,2,2,0,1,2.2,84,43.1
5,2,1,2,2,0,0,0,1,0,1,0,0,1,0,0,2.55,125,61.1
5,1,1,3,1,0,0,0,0,0,1,1,0,0,0,1,2.5999999999999996,173,43.3
5,1,1,3,1,0,0,0,0,0,1,1,1,0,0,0,2.55,341,44.3
2,0,2,0,0,1,0,0,0,0,0,1,2,1,0,0,1.85,102,38.9
4,2,0,2,2,0,0,0,1,0,1,0,1,1,0,0,2.9499999999999997,196,61.5
5,0,1,4,0,1,0,2,0,0,0,1,0,1,0,0,1.15,264,8.1
3,1,2,0,1,2,0,2,0,0,1,1,0,0,0,2,1.7499999999999998,62,22.3
6,3,2,1,3,2,0,0,1,1,1,0,2,0,1,0,3.7,342,98.4
8,3,1,4,3,1,0,0,1,1,1,1,1,1,0,0,4.95,152,100.0
5,1,1,3,1,1,0,0,0,0,1,0,0,2,0,0,2.15,151,44.8
4,1,1,2,1,0,0,0,0,1,0,1,1,0,0,0,2.4,303,43.9
7,2,1,4,2,0,0,0,1,0,1,0,1,1,1,0,3.3499999999999996,138,70.4
2,0,2,0,0,2,0,1,0,0,0,1,1,1,0,0,1.1,236,22.5
2,1,1,0,0,1,2,1,0,1,0,0,0,1,0,2,0.6999999999999998,107,5.7
4,3,1,0,3,1,0,0,1,1,1,1,1,2,0,0,4.5,209,92.1
6,1,3,2,0,3,1,0,0,0,1,1,1,1,0,0,2.1499999999999995,176,40.9
3,1,2,0,1,2,0,0,0,1,0,1,1,1,0,1,2.8000000000000003,288,64.9
6,2,2,2,2,2,0,1,0,1,1,1,0,0,0,0,2.5,219,55.0
5,0,1,4,0,1,0,0,0,0,0,1,0,1,0,1,2.3,125,32.8
1,1,0,0,1,0,0,0,0,1,0,0,2,0,0,0,1.7000000000000002,221,39.4
4,0,0,4,0,0,0,2,0,0,0,0,0,1,0,0,0.44999999999999996,48,0.0
3,2,0,1,2,0,0,1,0,1,1,0,2,1,0,1,3.2,174,62.4
2,0,1,1,0,1,0,1,0,0,0,0,2,0,0,0,0.65,263,8.4
2,1,0,1,1,0,0,0,0,0,1,0,2,0,0,1,2.3000000000000003,5,35.3
4,1,2,1,1,2,0,0,0,1,0,1,0,0,0,2,2.7,56,57.5
4,2,2,0,2,1,0,0,0,1,1,1,1,2,0,0,3.55,329,78.3
5,1,1,3,1,0,0,0,1,0,0,0,1,1,0,1,2.7500000000000004,104,65.7
2,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0.7000000000000001,336,7.4
4,1,2,1,1,2,0,1,0,1,0,0,0,1,0,0,1.1,191,37.4
5,0,1,4,0,1,1,0,0,0,0,1,0,1,0,0,1.2999999999999998,258,11.5
4,1,2,1,0,2,1,0,0,0,1,1,0,2,0,1,2.3500000000000005,185,39.4
5,1,1,3,1,1,0,0,1,0,0,1,0,0,0,0,2.25,160,43.4
3,1,1,1,1,1,0,0,0,0,1,0,0,2,0,0,1.7499999999999998,132,34.1
6,2,2,2,2,2,0,2,1,1,0,0,1,1,1,0,2.3,51,65.1
4,1,0,3,1,0,0,0,0,1,0,0,0,1,0,0,1.85,6,42.4
3,0,2,1,0,2,0,0,0,0,0,1,0,2,1,0,1.5999999999999999,300,35.2
5,1,2,2,1,1,0,0,0,0,1,1,0,0,0,2,2.8499999999999996,77,51.8
4,2,2,0,2,2,0,0,1,0,1,0,2,0,0,0,2.5999999999999996,164,64.9
2,0,1,1,0,1,0,0,0,0,0,1,0,2,0,0,1.5999999999999999,94,25.6
4,1,3,0,0,3,1,0,1,0,0,1,1,0,0,1,1.95,11,46.8
3,0,2,1,0,2,0,0,0,0,0,1,0,0,0,0,0.8999999999999999,68,24.8
6,1,1,4,0,1,1,0,0,1,0,0,0,1,0,0,1.4999999999999998,280,32.7
3,1,2,0,1,2,0,0,0,0,1,1,0,2,0,2,3.15,282,65.0
5,1,0,4,0,0,1,1,0,0,1,0,0,1,0,0,1.1,322,0.0
7,0,3,4,0,3,0,1,0,0,0,1,1,0,0,0,1.5500000000000003,29,26.9
2,0,1,1,0,1,0,0,0,0,0,1,1,2,0,0,2.0,36,35.3
4,2,1,1,1,1,1,0,0,1,1,1,1,0,0,0,2.5,71,36.8
3,1,2,0,1,1,0,0,0,1,0,1,1,0,0,0,2.0,306,48.2
4,0,1,3,0,1,0,0,0,0,0,1,1,2,0,2,3.3000000000000003,61,55.5
5,0,1,4,0,1,0,0,0,0,0,0,1,0,0,1,1.6500000000000001,261,32.6
4,0,2,2,0,1,0,0,0,0,0,1,0,2,0,1,2.25,126,39.0
4,2,1,1,2,1,0,0,0,1,1,0,1,1,1,1,3.1500000000000004,44,70.3
6,1,1,4,0,1,2,0,0,1,0,1,1,1,0,1,2.5000000000000004,113,27.3
3,1,1,1,1,0,0,0,1,0,0,1,0,1,0,0,2.2,50,47.1
2,0,0,2,0,0,1,1,0,0,0,0,1,1,1,0,0.2499999999999999,222,0.0
